round,reward
1493,166.52102307168587
1494,100
1495,100
1496,221.7805767676794
1497,100
1498,152.61814785083928
1499,100
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,100
1512,100
1513,162.8486055273197
1514,50.0
1515,0
1516,100
1517,68.20272250251325
1518,0
1519,0
1520,100
1521,127.40052165033008
1522,50.0
1523,100
1524,50.0
1525,50.0
1526,50.0
1527,205.31954703149484
1528,50.0
1529,116.07531012068519
1530,50.0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,55.554954285882474
1552,0
1553,50.0
1554,0
1555,50.0
1556,0
1557,50.0
1558,0
1559,65.75864037044676
1560,0
1561,50.0
1562,112.84012609618428
1563,0
1564,0
1565,0
1566,50.0
1567,50.0
1568,50.0
1569,50.0
1570,117.85302773247835
1571,50.0
1572,143.60592160778697
1573,55.15755128503618
1574,100
1575,73.74990679406001
1576,109.92762421851145
1577,50.0
1578,118.21021543088499
1579,143.2568245129071
1580,0
1581,0
1582,100
1583,0
1584,100
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,100
1594,116.86521445653476
1595,100
1596,144.28451631488093
1597,141.91085448560182
1598,0
1599,0
1600,0
1601,100
1602,0
1603,160.3659380532281
1604,0
1605,146.34552665469636
1606,0
1607,100
1608,0
1609,209.43436037063333
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,100
1621,50.0
1622,100
1623,50.0
1624,50.0
1625,100
1626,149.20862078792578
1627,104.17218416414235
1628,100
1629,100
1630,0
1631,0
1632,0
1633,100
1634,0
1635,0
1636,0
1637,135.52114721595385
1638,100
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,100.90072584825351
1652,100
1653,288.7731590123368
1654,100
1655,69.67021849491982
1656,141.86715227060154
1657,139.30551412382198
1658,232.25783238259558
1659,100
1660,100
1661,293.93050240483706
1662,0
1663,181.00359443615372
1664,0
1665,100
1666,0
1667,142.9151085501128
1668,0
1669,164.81386213275565
1670,0
1671,100
1672,0
1673,0
1674,0
1675,0
1676,220.4250367869853
1677,0
1678,100
1679,0
1680,225.42998214656802
1681,249.18683215209595
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,111.18167569282663
1706,50.0
1707,198.6675700467038
1708,128.90004389020254
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,105.47805566068457
1722,100
1723,116.88199221304069
1724,100
1725,100
1726,134.16816072238316
1727,100
1728,218.39031897012347
1729,234.39789557240368
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,100
1742,0
1743,156.06667559252122
1744,0
1745,100
1746,0
1747,158.7913754692397
1748,0
1749,100
1750,0
1751,144.09027053538432
1752,388.5374179954335
1753,100
1754,117.99399481833669
1755,220.3691510030617
1756,100
1757,109.76973764290898
1758,154.734763456076
1759,185.28051697657705
1760,149.7533431012588
1761,162.30623602377008
1762,100
1763,165.31868159435385
1764,100
1765,100
1766,143.9937834409782
1767,100
1768,100
1769,100
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,100
1782,0
1783,100
1784,0
1785,240.39601099961908
1786,0
1787,198.63687540778466
1788,0
1789,224.8962737800453
1790,0
1791,0
1792,0
1793,0
1794,100
1795,100
1796,0
1797,0
1798,113.04754046717636
1799,0
1800,0
1801,219.5518807642298
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,197.49628453061337
1832,238.00273449016765
1833,100
1834,235.55685640454877
1835,100
1836,190.76112973857857
1837,212.02271749025425
1838,100
1839,100
1840,100
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,100
1850,0
1851,210.69883314937772
1852,0
1853,100
1854,0
1855,100
1856,0
1857,100
1858,0
1859,109.15959564851845
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,100
1872,181.40603492961344
1873,100
1874,288.4479022351618
1875,115.43126132055622
1876,270.0705848127361
1877,100
1878,184.59891276683422
1879,129.90321839756365
1880,100
1881,0
1882,0
1883,50.0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,100
1890,0
1891,100
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,148.29782405293147
1901,100
1902,100
1903,194.66999054870547
1904,248.44413185745412
1905,100
1906,100
1907,100
1908,113.18815388213137
1909,100
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,100
1923,50.0
1924,285.7093077768269
1925,0
1926,100
1927,100
1928,0
1929,0
1930,210.14951395529513
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,100
1942,0
1943,0
1944,0
1945,0
1946,0
1947,116.09820641556244
1948,0
1949,109.95541206777428
1950,0
1951,198.75876207599623
1952,100
1953,137.33507716516482
1954,100
1955,151.35507488018862
1956,100
1957,100
1958,100
1959,100
1960,100
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,100
1982,100
1983,100
1984,100
1985,100
1986,100
1987,141.62495667658192
1988,136.099525742356
1989,100
1990,0
1991,100
1992,0
1993,251.09898842844473
1994,0
1995,133.82104850690888
1996,0
1997,270.020098595568
1998,0
1999,100
2000,0
2001,100
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,100
2012,103.18685794693117
2013,100
2014,100
2015,100
2016,100
2017,100
2018,100
2019,198.57115762459534
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,283.97632869129905
2042,0
2043,100
2044,0
2045,100
2046,0
2047,100
2048,0
2049,100
2050,0
2051,230.36569855610588
2052,106.94025317289709
2053,156.7807599528734
2054,116.84353120883739
2055,188.4478666465575
2056,0
2057,100
2058,100
2059,0
2060,129.1213139758377
2061,100
2062,111.70852026240887
2063,100
2064,100
2065,262.3062211682855
2066,179.847412424384
2067,100
2068,50.0
2069,100
2070,143.33717731403493
2071,205.7312655619756
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,100
2082,0
2083,113.06355952725637
2084,0
2085,55.068554284880626
2086,0
2087,100
2088,0
2089,50.0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,129.00861308440915
2102,0
2103,226.1652155081713
2104,100
2105,0
2106,208.485795798754
2107,144.36870147432649
2108,100
2109,100
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,138.35212664978155
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,233.95743453858378
2132,100
2133,101.62009513761504
2134,100
2135,124.02685804933486
2136,241.16132841564055
2137,375.80486897050076
2138,100
2139,196.89948619335462
2140,264.5274798982883
2141,100
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,152.77362809678547
2152,145.1016779591255
2153,100
2154,287.81604954434505
2155,147.5552726338181
2156,50.0
2157,134.94856718294264
2158,100
2159,100
2160,0
2161,100
2162,0
2163,100
2164,0
2165,259.0321298851025
2166,0
2167,100
2168,0
2169,126.98034599429604
2170,0
2171,100
2172,57.104194713383926
2173,129.80879466094441
2174,95.45319620812724
2175,275.8325170895803
2176,104.39252015817166
2177,101.45092622180606
2178,120.50762369141859
2179,100
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,149.56149890812077
2202,0
2203,0
2204,0
2205,100
2206,0
2207,0
2208,100
2209,0
2210,100
2211,100
2212,0
2213,100
2214,0
2215,277.08164665754316
2216,0
2217,100
2218,0
2219,50.0
2220,0
2221,110.07401518494478
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,100
2232,112.00995602693806
2233,223.90578139042097
2234,100
2235,100
2236,100
2237,169.8901620837467
2238,100
2239,100
2240,258.6590551138222
2241,100
2242,0
2243,100
2244,65.71881095946797
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,50.0
2252,100
2253,50.0
2254,169.6635268590307
2255,91.42351227952898
2256,100
2257,50.0
2258,135.9528590132875
2259,50.0
2260,0
2261,50.0
2262,168.90340432277048
2263,175.68247066301666
2264,152.39817724263963
2265,50.0
2266,129.02217861786062
2267,54.62704044467334
2268,100
2269,50.0
2270,105.27640938239745
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,100
2281,257.99481460388233
2282,0
2283,120.78825935459491
2284,0
2285,109.36669794885965
2286,0
2287,100
2288,0
2289,102.446949994195
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,234.38496871767694
2312,0
2313,0
2314,0
2315,171.1110248369443
2316,0
2317,0
2318,0
2319,0
2320,0
2321,50.0
2322,100
2323,50.0
2324,207.53258843425183
2325,54.00950537031336
2326,102.29221742522094
2327,50.0
2328,283.69728968721574
2329,116.06974227287776
2330,0
2331,50.0
2332,100
